year,epi_week,comuna_id,confirmed_cases
2024,52,1,0
2024,52,2,0
2024,52,3,0
2024,52,4,0
2024,52,5,0
2024,52,6,0
2024,52,7,0
2024,52,8,0
2024,52,9,0
2024,52,10,0
2024,52,11,0
2024,52,12,0
2024,52,13,0
2024,52,14,0
2024,52,15,0
2025,1,1,0
2025,1,2,0
2025,1,3,0
2025,1,4,0
2025,1,5,0
2025,1,6,0
2025,1,7,0
2025,1,8,0
2025,1,9,0
2025,1,10,0
2025,1,11,0
2025,1,12,0
2025,1,13,0
2025,1,14,0
2025,1,15,0
2025,2,1,0
2025,2,2,0
2025,2,3,0
2025,2,4,0
2025,2,5,0
2025,2,6,0
2025,2,7,0
2025,2,8,0
2025,2,9,0
2025,2,10,0
2025,2,11,0
2025,2,12,0
2025,2,13,0
2025,2,14,0
2025,2,15,0
2025,3,1,0
2025,3,2,0
2025,3,3,0
2025,3,4,0
2025,3,5,0
2025,3,6,0
2025,3,7,0
2025,3,8,0
2025,3,9,0
2025,3,10,0
2025,3,11,0
2025,3,12,0
2025,3,13,1
2025,3,14,0
2025,3,15,0
2025,4,1,0
2025,4,2,0
2025,4,3,0
2025,4,4,0
2025,4,5,0
2025,4,6,0
2025,4,7,0
2025,4,8,0
2025,4,9,0
2025,4,10,0
2025,4,11,0
2025,4,12,0
2025,4,13,0
2025,4,14,0
2025,4,15,0
2025,5,1,0
2025,5,2,1
2025,5,3,0
2025,5,4,0
2025,5,5,0
2025,5,6,0
2025,5,7,0
2025,5,8,0
2025,5,9,0
2025,5,10,0
2025,5,11,0
2025,5,12,0
2025,5,13,0
2025,5,14,0
2025,5,15,0
2025,6,1,0
2025,6,2,0
2025,6,3,0
2025,6,4,0
2025,6,5,0
2025,6,6,0
2025,6,7,0
2025,6,8,0
2025,6,9,0
2025,6,10,0
2025,6,11,2
2025,6,12,0
2025,6,13,0
2025,6,14,2
2025,6,15,0
2025,7,1,0
2025,7,2,0
2025,7,3,0
2025,7,4,0
2025,7,5,0
2025,7,6,0
2025,7,7,0
2025,7,8,0
2025,7,9,0
2025,7,10,0
2025,7,11,6
2025,7,12,0
2025,7,13,0
2025,7,14,0
2025,7,15,0
2025,8,1,0
2025,8,2,0
2025,8,3,0
2025,8,4,0
2025,8,5,1
2025,8,6,0
2025,8,7,0
2025,8,8,0
2025,8,9,0
2025,8,10,0
2025,8,11,2
2025,8,12,0
2025,8,13,0
2025,8,14,1
2025,8,15,0
2025,9,1,0
2025,9,2,0
2025,9,3,2
2025,9,4,0
2025,9,5,0
2025,9,6,0
2025,9,7,0
2025,9,8,0
2025,9,9,0
2025,9,10,0
2025,9,11,1
2025,9,12,0
2025,9,13,0
2025,9,14,0
2025,9,15,0
2025,10,1,1
2025,10,2,0
2025,10,3,1
2025,10,4,0
2025,10,5,0
2025,10,6,0
2025,10,7,0
2025,10,8,1
2025,10,9,0
2025,10,10,0
2025,10,11,5
2025,10,12,0
2025,10,13,0
2025,10,14,0
2025,10,15,1
2025,11,1,1
2025,11,2,0
2025,11,3,1
2025,11,4,1
2025,11,5,1
2025,11,6,0
2025,11,7,2
2025,11,8,0
2025,11,9,2
2025,11,10,2
2025,11,11,5
2025,11,12,2
2025,11,13,1
2025,11,14,1
2025,11,15,1
2025,12,1,0
2025,12,2,0
2025,12,3,1
2025,12,4,0
2025,12,5,0
2025,12,6,2
2025,12,7,1
2025,12,8,0
2025,12,9,2
2025,12,10,0
2025,12,11,9
2025,12,12,1
2025,12,13,1
2025,12,14,0
2025,12,15,0
2025,13,1,2
2025,13,2,0
2025,13,3,0
2025,13,4,0
2025,13,5,0
2025,13,6,2
2025,13,7,0
2025,13,8,1
2025,13,9,2
2025,13,10,1
2025,13,11,7
2025,13,12,1
2025,13,13,1
2025,13,14,0
2025,13,15,1
2025,14,1,2
2025,14,2,0
2025,14,3,1
2025,14,4,0
2025,14,5,0
2025,14,6,1
2025,14,7,1
2025,14,8,1
2025,14,9,0
2025,14,10,2
2025,14,11,17
2025,14,12,2
2025,14,13,0
2025,14,14,0
2025,14,15,0
2025,15,1,0
2025,15,2,0
2025,15,3,1
2025,15,4,3
2025,15,5,1
2025,15,6,1
2025,15,7,0
2025,15,8,0
2025,15,9,1
2025,15,10,0
2025,15,11,4
2025,15,12,1
2025,15,13,1
2025,15,14,0
2025,15,15,2
2025,16,1,0
2025,16,2,0
2025,16,3,2
2025,16,4,0
2025,16,5,0
2025,16,6,0
2025,16,7,1
2025,16,8,0
2025,16,9,1
2025,16,10,3
2025,16,11,7
2025,16,12,0
2025,16,13,0
2025,16,14,1
2025,16,15,2
2025,17,1,1
2025,17,2,1
2025,17,3,0
2025,17,4,1
2025,17,5,0
2025,17,6,0
2025,17,7,0
2025,17,8,1
2025,17,9,0
2025,17,10,1
2025,17,11,2
2025,17,12,0
2025,17,13,0
2025,17,14,0
2025,17,15,0
2025,18,1,1
2025,18,2,0
2025,18,3,0
2025,18,4,0
2025,18,5,1
2025,18,6,0
2025,18,7,0
2025,18,8,1
2025,18,9,0
2025,18,10,1
2025,18,11,3
2025,18,12,1
2025,18,13,0
2025,18,14,0
2025,18,15,3
2025,19,1,0
2025,19,2,0
2025,19,3,0
2025,19,4,0
2025,19,5,0
2025,19,6,0
2025,19,7,0
2025,19,8,0
2025,19,9,0
2025,19,10,0
2025,19,11,1
2025,19,12,3
2025,19,13,1
2025,19,14,0
2025,19,15,0
2025,20,1,1
2025,20,2,0
2025,20,3,1
2025,20,4,0
2025,20,5,0
2025,20,6,0
2025,20,7,0
2025,20,8,0
2025,20,9,0
2025,20,10,0
2025,20,11,0
2025,20,12,1
2025,20,13,0
2025,20,14,0
2025,20,15,0
2025,21,1,0
2025,21,2,0
2025,21,3,0
2025,21,4,0
2025,21,5,0
2025,21,6,1
2025,21,7,0
2025,21,8,0
2025,21,9,0
2025,21,10,0
2025,21,11,1
2025,21,12,0
2025,21,13,0
2025,21,14,0
2025,21,15,1
2025,22,1,1
2025,22,2,0
2025,22,3,0
2025,22,4,0
2025,22,5,0
2025,22,6,0
2025,22,7,0
2025,22,8,0
2025,22,9,0
2025,22,10,0
2025,22,11,0
2025,22,12,0
2025,22,13,0
2025,22,14,0
2025,22,15,0
2025,23,1,0
2025,23,2,0
2025,23,3,0
2025,23,4,0
2025,23,5,0
2025,23,6,0
2025,23,7,0
2025,23,8,0
2025,23,9,0
2025,23,10,0
2025,23,11,0
2025,23,12,0
2025,23,13,0
2025,23,14,0
2025,23,15,0
2025,24,1,0
2025,24,2,0
2025,24,3,0
2025,24,4,0
2025,24,5,0
2025,24,6,0
2025,24,7,0
2025,24,8,0
2025,24,9,0
2025,24,10,0
2025,24,11,0
2025,24,12,0
2025,24,13,0
2025,24,14,0
2025,24,15,0
2025,25,1,0
2025,25,2,0
2025,25,3,0
2025,25,4,0
2025,25,5,0
2025,25,6,0
2025,25,7,0
2025,25,8,0
2025,25,9,0
2025,25,10,0
2025,25,11,0
2025,25,12,0
2025,25,13,0
2025,25,14,0
2025,25,15,0
2025,26,1,0
2025,26,2,0
2025,26,3,0
2025,26,4,0
2025,26,5,0
2025,26,6,0
2025,26,7,0
2025,26,8,0
2025,26,9,0
2025,26,10,0
2025,26,11,0
2025,26,12,0
2025,26,13,0
2025,26,14,0
2025,26,15,0
2025,27,1,0
2025,27,2,0
2025,27,3,0
2025,27,4,0
2025,27,5,0
2025,27,6,0
2025,27,7,0
2025,27,8,0
2025,27,9,0
2025,27,10,0
2025,27,11,0
2025,27,12,0
2025,27,13,0
2025,27,14,0
2025,27,15,0
2025,28,1,0
2025,28,2,0
2025,28,3,0
2025,28,4,0
2025,28,5,0
2025,28,6,0
2025,28,7,0
2025,28,8,0
2025,28,9,0
2025,28,10,0
2025,28,11,0
2025,28,12,0
2025,28,13,0
2025,28,14,0
2025,28,15,0
2025,29,1,0
2025,29,2,0
2025,29,3,0
2025,29,4,0
2025,29,5,0
2025,29,6,0
2025,29,7,0
2025,29,8,0
2025,29,9,0
2025,29,10,0
2025,29,11,0
2025,29,12,0
2025,29,13,0
2025,29,14,0
2025,29,15,0
2025,30,1,0
2025,30,2,0
2025,30,3,0
2025,30,4,0
2025,30,5,0
2025,30,6,0
2025,30,7,0
2025,30,8,0
2025,30,9,0
2025,30,10,0
2025,30,11,0
2025,30,12,0
2025,30,13,0
2025,30,14,0
2025,30,15,0
2025,31,1,0
2025,31,2,0
2025,31,3,0
2025,31,4,0
2025,31,5,0
2025,31,6,0
2025,31,7,0
2025,31,8,0
2025,31,9,0
2025,31,10,0
2025,31,11,0
2025,31,12,0
2025,31,13,0
2025,31,14,0
2025,31,15,0
2025,32,1,0
2025,32,2,1
2025,32,3,0
2025,32,4,0
2025,32,5,0
2025,32,6,0
2025,32,7,0
2025,32,8,0
2025,32,9,0
2025,32,10,0
2025,32,11,0
2025,32,12,0
2025,32,13,0
2025,32,14,0
2025,32,15,0
2025,33,1,0
2025,33,2,0
2025,33,3,0
2025,33,4,0
2025,33,5,0
2025,33,6,0
2025,33,7,0
2025,33,8,0
2025,33,9,0
2025,33,10,0
2025,33,11,0
2025,33,12,0
2025,33,13,0
2025,33,14,1
2025,33,15,0
2025,34,1,0
2025,34,2,0
2025,34,3,0
2025,34,4,0
2025,34,5,0
2025,34,6,0
2025,34,7,0
2025,34,8,0
2025,34,9,0
2025,34,10,0
2025,34,11,0
2025,34,12,0
2025,34,13,0
2025,34,14,0
2025,34,15,0
2025,35,1,0
2025,35,2,0
2025,35,3,0
2025,35,4,0
2025,35,5,0
2025,35,6,0
2025,35,7,0
2025,35,8,0
2025,35,9,0
2025,35,10,0
2025,35,11,0
2025,35,12,0
2025,35,13,0
2025,35,14,0
2025,35,15,0
2025,36,1,0
2025,36,2,0
2025,36,3,0
2025,36,4,0
2025,36,5,0
2025,36,6,0
2025,36,7,0
2025,36,8,0
2025,36,9,0
2025,36,10,0
2025,36,11,0
2025,36,12,0
2025,36,13,0
2025,36,14,0
2025,36,15,0
2025,37,1,0
2025,37,2,0
2025,37,3,0
2025,37,4,0
2025,37,5,0
2025,37,6,0
2025,37,7,0
2025,37,8,0
2025,37,9,0
2025,37,10,0
2025,37,11,0
2025,37,12,0
2025,37,13,0
2025,37,14,0
2025,37,15,0
2025,38,1,0
2025,38,2,0
2025,38,3,0
2025,38,4,0
2025,38,5,0
2025,38,6,0
2025,38,7,0
2025,38,8,0
2025,38,9,0
2025,38,10,0
2025,38,11,0
2025,38,12,0
2025,38,13,0
2025,38,14,0
2025,38,15,0
2025,39,1,0
2025,39,2,0
2025,39,3,0
2025,39,4,0
2025,39,5,0
2025,39,6,0
2025,39,7,0
2025,39,8,0
2025,39,9,0
2025,39,10,0
2025,39,11,0
2025,39,12,0
2025,39,13,0
2025,39,14,0
2025,39,15,0
2025,40,1,0
2025,40,2,0
2025,40,3,0
2025,40,4,0
2025,40,5,0
2025,40,6,0
2025,40,7,0
2025,40,8,0
2025,40,9,0
2025,40,10,0
2025,40,11,0
2025,40,12,0
2025,40,13,0
2025,40,14,0
2025,40,15,0
2025,41,1,0
2025,41,2,0
2025,41,3,0
2025,41,4,0
2025,41,5,0
2025,41,6,0
2025,41,7,0
2025,41,8,0
2025,41,9,0
2025,41,10,0
2025,41,11,0
2025,41,12,0
2025,41,13,0
2025,41,14,0
2025,41,15,0
2025,42,1,0
2025,42,2,0
2025,42,3,0
2025,42,4,0
2025,42,5,0
2025,42,6,0
2025,42,7,0
2025,42,8,0
2025,42,9,0
2025,42,10,0
2025,42,11,0
2025,42,12,0
2025,42,13,0
2025,42,14,0
2025,42,15,0
2025,43,1,0
2025,43,2,0
2025,43,3,0
2025,43,4,0
2025,43,5,0
2025,43,6,0
2025,43,7,0
2025,43,8,0
2025,43,9,0
2025,43,10,0
2025,43,11,0
2025,43,12,0
2025,43,13,0
2025,43,14,0
2025,43,15,0
2025,44,1,0
2025,44,2,0
2025,44,3,0
2025,44,4,0
2025,44,5,0
2025,44,6,0
2025,44,7,0
2025,44,8,0
2025,44,9,0
2025,44,10,0
2025,44,11,0
2025,44,12,0
2025,44,13,0
2025,44,14,0
2025,44,15,0
2025,45,1,0
2025,45,2,0
2025,45,3,0
2025,45,4,0
2025,45,5,0
2025,45,6,0
2025,45,7,0
2025,45,8,0
2025,45,9,0
2025,45,10,0
2025,45,11,0
2025,45,12,0
2025,45,13,1
2025,45,14,0
2025,45,15,0
2025,46,1,0
2025,46,2,0
2025,46,3,0
2025,46,4,0
2025,46,5,0
2025,46,6,0
2025,46,7,0
2025,46,8,0
2025,46,9,0
2025,46,10,0
2025,46,11,0
2025,46,12,0
2025,46,13,0
2025,46,14,0
2025,46,15,0
2025,47,1,0
2025,47,2,0
2025,47,3,0
2025,47,4,0
2025,47,5,0
2025,47,6,0
2025,47,7,0
2025,47,8,0
2025,47,9,0
2025,47,10,0
2025,47,11,0
2025,47,12,0
2025,47,13,0
2025,47,14,0
2025,47,15,0
2025,48,1,0
2025,48,2,0
2025,48,3,0
2025,48,4,0
2025,48,5,0
2025,48,6,0
2025,48,7,0
2025,48,8,0
2025,48,9,0
2025,48,10,0
2025,48,11,0
2025,48,12,0
2025,48,13,0
2025,48,14,0
2025,48,15,0
2025,49,1,0
2025,49,2,0
2025,49,3,0
2025,49,4,0
2025,49,5,0
2025,49,6,0
2025,49,7,0
2025,49,8,0
2025,49,9,0
2025,49,10,0
2025,49,11,0
2025,49,12,0
2025,49,13,0
2025,49,14,0
2025,49,15,0
2025,50,1,0
2025,50,2,0
2025,50,3,0
2025,50,4,0
2025,50,5,0
2025,50,6,0
2025,50,7,0
2025,50,8,0
2025,50,9,0
2025,50,10,0
2025,50,11,0
2025,50,12,0
2025,50,13,0
2025,50,14,0
2025,50,15,0
2025,51,1,0
2025,51,2,0
2025,51,3,0
2025,51,4,0
2025,51,5,0
2025,51,6,0
2025,51,7,0
2025,51,8,0
2025,51,9,0
2025,51,10,0
2025,51,11,0
2025,51,12,0
2025,51,13,0
2025,51,14,0
2025,51,15,0
2025,52,1,0
2025,52,2,0
2025,52,3,0
2025,52,4,0
2025,52,5,0
2025,52,6,0
2025,52,7,0
2025,52,8,0
2025,52,9,0
2025,52,10,0
2025,52,11,0
2025,52,12,0
2025,52,13,0
2025,52,14,0
2025,52,15,0
