year,epi_week,comuna_id,confirmed_cases,temp_max_mean,temp_min_mean,temp_mean,precipitation,humidity_mean,heat_index_mean,temp_mean_anomaly,precipitation_anomaly,humidity_mean_anomaly
2025,24,12,0,14.329,6.886,10.314,13.7,77.357,10.314,-1.329,8.225,7.982
2025,24,13,0,14.329,6.886,10.314,13.7,77.357,10.314,-1.329,8.225,7.982
2025,24,14,0,14.329,6.886,10.314,13.7,77.357,10.314,-1.329,8.225,7.982
2025,24,15,0,14.329,6.886,10.314,13.7,77.357,10.314,-1.329,8.225,7.982
2025,25,1,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,2,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,3,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,4,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,5,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,6,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,7,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,8,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,9,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,10,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,11,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,12,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,13,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,14,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,25,15,0,15.5,5.657,10.214,1.6,75.929,10.214,-1.061,-0.6,-0.732
2025,26,1,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,2,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,3,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,4,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,5,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,6,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,7,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,8,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,9,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,10,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,11,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,12,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,13,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,14,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,26,15,0,12.743,2.443,7.157,0.4,58.714,7.157,-2.507,-1.425,-6.304
2025,27,1,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,2,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,3,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,4,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,5,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,6,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,7,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,8,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,9,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,10,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,11,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,12,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,13,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,14,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,27,15,0,12.057,2.3,6.443,0.0,70.929,6.443,-3.896,-8.2,0.429
2025,28,1,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,2,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,3,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,4,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,5,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,6,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,7,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,8,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,9,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,10,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,11,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,12,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,13,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,14,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,28,15,0,17.629,9.071,12.514,1.8,77.071,12.514,3.257,-7.725,6.857
2025,29,1,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,2,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,3,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,4,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,5,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,6,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,7,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,8,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,9,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,10,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,11,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,12,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,13,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,14,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,29,15,0,16.914,7.943,11.914,28.3,77.571,11.914,0.025,18.675,2.625
2025,30,1,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,2,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,3,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,4,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,5,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,6,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,7,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,8,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,9,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,10,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,11,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,12,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,13,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,14,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,30,15,0,13.971,7.457,10.629,3.0,78.429,10.629,-1.6,-0.725,3.946
2025,31,1,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,2,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,3,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,4,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,5,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,6,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,7,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,8,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,9,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,10,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,11,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,12,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,13,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,14,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,31,15,0,17.7,10.0,13.4,23.9,68.5,13.4,-0.414,11.8,1.071
2025,32,1,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,2,1,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,3,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,4,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,5,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,6,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,7,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,8,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,9,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,10,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,11,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,12,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,13,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,14,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,32,15,0,14.929,5.071,9.629,0.0,67.071,9.629,-1.439,-2.9,-1.286
2025,33,1,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,2,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,3,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,4,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,5,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,6,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,7,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,8,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,9,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,10,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,11,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,12,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,13,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,14,1,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,33,15,0,15.2,7.086,10.857,0.3,70.214,10.857,-1.282,-15.05,8.411
2025,34,1,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,2,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,3,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,4,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,5,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,6,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,7,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,8,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,9,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,10,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,11,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,12,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,13,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,14,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,34,15,0,17.243,10.071,13.471,88.0,70.357,13.471,1.204,55.725,2.125
2025,35,1,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,2,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,3,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,4,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,5,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,6,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,7,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,8,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,9,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,10,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,11,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,12,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,13,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,14,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,35,15,0,21.129,11.914,16.014,14.0,71.5,16.014,2.632,-14.85,3.536
2025,36,1,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,2,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,3,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,4,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,5,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,6,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,7,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,8,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,9,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,10,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,11,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,12,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,13,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,14,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,36,15,0,15.0,5.914,10.257,39.7,70.286,10.257,-2.582,28.4,6.643
2025,37,1,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,2,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,3,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,4,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,5,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,6,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,7,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,8,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,9,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,10,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,11,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,12,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,13,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,14,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,37,15,0,21.743,9.986,15.5,0.1,64.857,15.5,0.032,-6.325,2.161
2025,38,1,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,2,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,3,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,4,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,5,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,6,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,7,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,8,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,9,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,10,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,11,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,12,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,13,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,14,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,38,15,0,20.743,13.771,16.929,32.5,79.857,16.929,0.618,20.575,11.357
2025,39,1,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,2,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,3,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,4,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,5,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,6,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,7,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,8,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,9,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,10,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,11,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,12,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,13,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,14,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,39,15,0,19.557,9.943,14.543,12.1,66.571,14.543,-1.025,8.675,4.661
2025,40,1,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,2,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,3,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,4,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,5,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,6,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,7,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,8,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,9,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,10,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,11,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,12,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,13,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,14,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,40,15,0,24.614,13.7,19.086,18.6,68.857,19.086,1.7,11.875,10.143
2025,41,1,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,2,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,3,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,4,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,5,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,6,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,7,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,8,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,9,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,10,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,11,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,12,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,13,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,14,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,41,15,0,23.586,12.157,17.614,2.2,61.929,17.614,0.639,-2.8,1.75
2025,42,1,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,2,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,3,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,4,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,5,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,6,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,7,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,8,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,9,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,10,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,11,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,12,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,13,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,14,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,42,15,0,24.386,13.629,18.9,0.6,63.357,18.9,0.304,-6.025,-4.464
2025,43,1,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,2,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,3,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,4,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,5,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,6,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,7,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,8,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,9,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,10,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,11,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,12,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,13,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,14,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,43,15,0,25.471,15.414,20.1,47.7,64.071,20.1,0.25,16.675,-0.714
2025,44,1,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,2,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,3,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,4,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,5,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,6,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,7,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,8,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,9,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,10,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
2025,44,11,0,20.557,11.943,16.1,3.7,66.071,16.1,-1.946,-12.95,4.25
